OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ShapeSTArea,ShapeSTLength
633,Rutland's Haven Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.11, ,Open Space District,Community Gardens,BNAN, ,N, ,5004.247803,334.669216
634,Bessie Barnes Park,Community Group/Nonprofit,Land Trust,3,South End,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN, ,N, ,4398.552002,267.182416
635,Frederick Douglass Peace Garden,BRA,Land Trust,5,South End,0.11, ,Residential District,Community Gardens,NULL, ,N, ,4953.52417,353.743924
636,Brigham Circle Plaza,Private, ,1,Jamaica Plain,0.22, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,9693.936279,404.271212
637,Carter School Grounds,City of Boston, ,3,South End,0.49, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,21284.50952,1052.440398
638,Harrison Urban Garden,Private, ,5,South End,0.2, ,Residential District,Community Gardens,NULL,SELROSLT,N, ,8757.029053,576.060793
639,Cedar-Juniper Natural Area,BNAN,Land Trust,6,Roxbury,0.38,12 Cedar Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X,16823.42725,524.465813
640,Madison Park Village CG,City of Boston, ,5,Roxbury,0.24, ,Institutional District,Community Gardens,NULL, ,N, ,10336.84375,444.828896
641,Dartmouth Square,Private, ,1,South End,0.17,150 Appleton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,7361.63208,416.589252
642,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.19,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,8132.181396,435.759967
643,Sharon's Park,City of Boston,A97,1,Dorchester,0.31,835 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,13717.68286,759.35461
644,Tent City Courtyards,BRA, ,1,South End,0.53, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,22947.12451,1079.089106
645,Washburn Street Green,City of Boston, ,1,South Boston,0.23, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,10120.24316,902.666628
646,William S. Britton Square,City of Boston, ,1,Dorchester,0.03, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,1462.464111,163.500212
647,59 Crawford Street Playground,Private,Land Trust,3,Roxbury,0.247485, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,10780.44653,431.063986
648,Valenti Square,Commonwealth of Massachusetts, ,1,Central Boston,0.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X,5026.922363,324.239988
649,Brooke Courthouse Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.24,24 New Chardon Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X,10653.06397,528.490547
650,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,6.01,"Canaan, Itasca, Croydon & Kennebec Sts.",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,261960.1292,6424.429917
651,Fairlawn Green,Private, ,1,Mattapan,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,49984.38867,2694.249649
652,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,22852.01672,762.397366
653,Ellis School Play Yard,City of Boston, ,3,Roxbury,0.96, , ,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,41693.46387,805.307445
654,Algonquin Square,City of Boston, ,1,Dorchester,0.04, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,1694.438721,215.769328
655,Egleston Plaza I,City of Boston, ,1,Roxbury,0.08, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,3336.37085,253.301799
656,Egleston Plaza II,City of Boston, ,1,Roxbury,0.01, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,501.138184,175.785943
657,Almont Park/Hunt Playground II,City of Boston, ,3,Mattapan,0.15, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,8118.843506,598.070865
658,Egleston Square Peace Garden,Private, ,5,Roxbury,0.12, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X,5095.73584,296.033116
659,Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.07, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,3304.830322,536.673104
660,Foley Square,City of Boston,A97,1,Hyde Park,0.14,Greenwood Avenue & Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,6128.659668,304.633898
661,Jones Square,City of Boston,A97,1,Hyde Park,0.04,Highland Street & Milton Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,1875.799561,216.054283
662,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.01,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X,43910.97266,2753.051194
663,Roslindale Wetlands Urban Wild I,City of Boston,A97/WPA,6,Roslindale,8.05,Adjacent to 43 Hazelmere Rd,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,350675.2278,5537.062778
664,Roslindale Wetlands Urban Wild II,Private,WPA/100,6,Roslindale,2.45,Near 23 Coniston Rd,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, ,106735.7751,3708.532656
665,Scalia Square,City of Boston, ,1,Dorchester,0.01,"Intersection Ashland, Beach & Park Sts",Residential District,"Malls, Squares & Plazas",NULL, ,N,X,384.463623,95.183308
666,Shempa Square,MBTA, ,1,Hyde Park,0.03,Intersection Business & River Sts,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,1097.289551,151.209536
667,Schroeder Plaza,City of Boston, ,1,Roxbury,0.28,"One Schroeder Plaza, Crnr Columbus & Ruggles",Special District,"Malls, Squares & Plazas",NULL, ,N,X,11995.89941,561.321233
668,Southwest Corridor Park Extension,BHA, ,3,Roxbury,0.177545,31-81 Prentiss St,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X,7733.842529,638.631056
669,Solari Square,City of Boston, ,1,East Boston,0.005,"Intersection Bennington, Bremen, Neptune",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,216.160645,54.492386
670,Suffolk Downs T Station Lawns,MBTA, ,1,East Boston,0.97,1240 Bennington Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X,43647.81958,1645.285187
671,Belle Isle Inlet Buffer I,MBTA, ,6,East Boston,5.04,1240 Bennington Street,Special District,Urban Wilds & Natural Areas,NULL, ,N, ,224609.3923,4284.548817
672,Belle Isle Inlet Buffer II,Private, ,6,East Boston,2.04,111 Waldemar Avenue,Special District,Urban Wilds & Natural Areas,NULL, ,N, ,86097.20313,2554.592508
673,Webster Square,City of Boston,A97,1,Hyde Park,0.05,Intersection of Central & Webster,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,2369.162842,194.439742
674,Wolf Square,City of Boston,A97,1,Roxbury,0.02,"Intersection Crawford, Harold, Abbotsford Sts",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,992.907471,135.036802
675,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03,"Intersection Metropolitan, Beacon, Vose",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,1506.244385,168.392955
676,Union Street Park II,City of Boston, ,1,Central Boston,0.03,Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,1418.568604,379.266411
677,Malcolm X Park II,City of Boston, ,3,Roxbury,0.19,Paulding Street,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,8229.140869,778.216702
678,Federal Reserve Plaza,United States of America, ,1,Central Boston,2.09,556-624 Atlantic Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,91122.13648,2557.329247
679,East Boston Memorial Park II,Massport,CAT Mit,3,East Boston,3.06, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,133420.79,5499.074763
680,East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,2.01, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,87771.3147,2643.431105
681,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.01, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X,424.158691,84.225278
682,Crane Ledge III,Private, ,7,Roslindale,25.06,990 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,1091459.305,5620.182252
683,Crane Ledge I,City of Boston, ,7,Roslindale,1.45,996 American Legion Highway,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,62987.48218,2028.993824
684,Crane Ledge II,Commonwealth of Massachusetts, ,7,Roslindale,0.2,984 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,8784.113037,627.910521
685,Sherrin Woods II,Private, ,6,Hyde Park,1.11,145 Dale Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, ,48191.00293,1366.488582
686,Dana Avenue Urban Wild II,City of Boston,WPA,6,Hyde Park,0.03244, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, ,1413.067139,276.012915
687,Dell Rock II,City of Boston, ,6,Hyde Park,0.04, ,Residential District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,1845.517578,296.276295
688,Woodhaven Street Lot,Private, ,7,Mattapan,1.2,26-36 Woodhaven Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,52386.01953,1064.308856
689,Orlando-Monterey Lot II,Private, ,7,Mattapan,0.21,100 Almont Street (corner of Orlando Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,8996.256592,388.977095
690,Babson-Cookson Tract,City of Boston, ,6,Mattapan,2.41,10 Cookson Terrace (cnr Babson Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, ,105019.4905,1347.686697
691,Richmond & North Streets Park II,MassDOT, ,3,Central Boston,0.28,201 North Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,12130.32788,1123.977823
692,Bussey Brook Meadow I,City of Boston,A97,6,Roslindale,24.68,360 South Street,Open Space District,Urban Wilds & Natural Areas,BPRD,BPRD,X,X,1074839.142,7523.327804
693,Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.15, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X,50205.6521,4523.509389
694,Forest Hills Preserve,BHA, ,6,Roslindale,2.45, ,Open Space District,Urban Wilds & Natural Areas,NULL,BHA,N,X,106605.8225,1789.179074
695,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,274167.4746,2284.327706
696,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC & TTOR,BPRD,X,X,121187.4285,1642.889288
697,The Food Project Lot #1B,Private, ,5,Roxbury,0.19, ,Residential District,Community Gardens,NULL, ,N, ,8247.168213,672.596207
698,Shirley-Eustis House Grounds,Private, ,3,Roxbury,1.3,33 Shirley Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,56708.72339,2170.590299
699,Recuperative Center Lawn,Private, ,3,West Roxbury,0.31,1251 Centre Street,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,13526.12451,475.491214
700,Duck Pond Outlet,Private,WPA,6,West Roxbury,0.19,1225R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BNAN,BPRD,X,X,8252.903564,386.130197
701,Government Center Garage Plaza,Not Yet Available, ,1,Central Boston,0.94,"New Sudbury, N Washington, New Chardon, Congress",Special District,"Malls, Squares & Plazas",NULL, ,N,X,40835.87671,2150.355978
702,Cardinal Cushing Park II,City of Boston,,1,Central Boston,0.07,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,2972.889893,242.324046
703,Bowdoin Mall,City of Boston,A97,1,Central Boston,0.5,"Btwn Hawkins, New Chardon, Congress, New Sudbury Streets",Special District,"Malls, Squares & Plazas",NULL, ,X,X,21855.42847,1383.126191
704,Hawkins-New Sudbury Mall I,BRA,A97,1,Central Boston,0.1,35 New Sudbury Street; 42 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL, ,X,X,4202.968506,396.781756
705,Hawkins-New Sudbury Mall II,City of Boston,A97,1,Central Boston,0.07,46 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL, ,X,X,3112.02124,231.406652
706,Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.09,130 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,3847.625488,384.248875
707,Piano Craft Garden,Private, ,1,South End,0.56,268-272 Northampton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N, ,24196.40039,706.728247
708,Ashburton Place Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.82,One Ashburton Place,Special District,"Malls, Squares & Plazas",NULL, ,N,X,35682.42114,1545.41295
709,RFK Greenway II,City of Boston, ,1,Central Boston,0.29,171 Summer Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X,12804.63525,475.696899
710,China Gate Plaza,City of Boston, ,1,Central Boston,0.14,Beach Street btwn Hudson St & Surface Artery,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,6243.334229,345.605943
711,Back Bay Fens,City of Boston,A97/NRHP/WPA,3,Fenway/Kenmore,70.1,"Bounded by Beacon St, Park Drive, The Fenway, Evans Way, Forsyth Way, Westland Ave",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,3053367.004,22839.98044
712,Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Kenmore,17.18,440 Park Drive,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,748570.3323,8745.035203
713,Riverway III,City of Boston,A97/NRHP/GPOD,3,Jamaica Plain,5.3,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,230726.9048,4197.085909
714,Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Jamaica Plain,1.91,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,83225.64038,7561.534732
715,Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.74,507 Jamaica Way,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,4257189.264,8048.497429
716,Condor Street Beach II,City of Boston, ,3,East Boston,0.2,"Condor Street, Adj to Dist 9 Public Works Yard",Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,8875.083008,1551.503468
717,Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Kenmore,1.49,Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,64797.78003,2714.023902
718,Kennedy Family Service Center Park,Private, ,3,Charlestown,0.11,29 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,4763.566406,285.493041
719,Kennedy Family Service Cntr Playlot,Private, ,3,Charlestown,0.2,35 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,8713.345703,374.959314
720,London Street Park,MassDOT,License,3,East Boston,0.14,89 London Street,Residential District,"Parks, Playgrounds & Athletic Fields",Private, ,N,X,6274.213379,317.069539
721,Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Kenmore,0.6,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,26312.10596,3227.681194
722,West Roxbury H.S. Campus,City of Boston, ,3,West Roxbury,7.078057, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,308320.222,5364.073568
723,Conley School Play Yard,City of Boston, ,3,Roslindale,1.42,40 Poplar, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,61904.36279,1937.950801
724,Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,5390.638428,304.163632
725,Edward Everett Square,City of Boston, ,1,Dorchester,0.09,IFO 695-711R Columbia Rd at intersection of Columbia Rd & E Cottage St,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,4096.965088,407.436787
726,Boylston Street I,City of Boston,A97,2,Fenway/Kenmore,0.62,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,26869.37427,3493.544971
727,Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Kenmore,2.4,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,77538.42847,6619.412134
728,The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Kenmore,0.77,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,33476.94653,2449.849688
729,Park Drive I,City of Boston,A97/NRHP,2,Fenway/Kenmore,5.1,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,221943.4023,18730.46887
730,Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Kenmore,1.38,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,60224.7644,5451.927971
731,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Kenmore,0.84,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X, ,36785.26489,1398.95424
732,Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Kenmore,2.36,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,102939.5791,9141.602069
733,Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Kenmore,0.23,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,9902.980713,1073.332906
734,Commonwealth Avenue Mall I,City of Boston,A97/NRHP,1,Back Bay/Beacon Hill,10.87,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,473518.3716,13623.35667
735,Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.19, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,14779.73486,3543.659443
736,Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.25,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,97993.50269,23816.59879
737,Centre Street III,City of Boston, ,2,Jamaica Plain,0.01,IFO 977-985 Centre Street,Residential District,"Parkways, Reservations & Beaches",NULL,PWD,N,X,327.626953,231.490664
738,Centre Street V,City of Boston, ,2,Roslindale,0.26,SE (inbound) side of Centre St btwn Weld St and VFW Parkway,Institutional District,"Parkways, Reservations & Beaches",NULL, ,N,X,11457.69605,2089.124298
739,Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.32,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X,13753.31567,3260.993011
740,Dever School Schoolyard,City of Boston, ,3,Dorchester,1.13, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,49245.95483,1534.19483
741,McCormack School Courts,City of Boston, ,3,Dorchester,0.32,325 Mt Vernon Street, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,13785.62158,473.611553
742,Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.19, ,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X,138746.9531,4921.161312
743,Pier 10 Mall,BRA,Ch91,1,South Boston,0.56,Eastern end of Drydock Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,24590.4292,667.321859
744,Tunnel Harborwalk,MassDOT,Ch 91,1,South Boston,0.18,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,8019.044189,492.549189
745,Podium Plaza,Massport,Ch91,1,South Boston,0.46,1 Seaport Lane,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,20085.67334,916.100161
746,Williams Tunnel Portal Park,MassDOT, ,1,South Boston,0.2,D St Extension above Ted Williams Tunnel Entrance Portal,Industrial District,"Malls, Squares & Plazas",NULL,Massport,N,X,8659.414062,694.909066
747,Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.5,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X,2213.63501,227.924926
748,India Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.41,65-85 East India Row,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,18116.01953,1324.201408
749,Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,1.26,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,54857.77954,4462.161795
750,400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.05,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,2001.238281,313.131102
751,408 Atlantic Avenue Harborwalk,United States of America,Ch91/WPA,1,Central Boston,0.03,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,1492.164062,291.831503
752,Independence Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.18,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X,7656.682373,766.161909
753,Mary Soo Hoo Park,MassDOT, ,1,Central Boston,0.07,51 Albany Street,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,3196.635254,274.741607
754,Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.19,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,8472.560791,1178.121408
755,Mishawam Playlots,Private, ,3,Charlestown,0.24, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,10432.50391,586.4905
756,Medford Street Corridor II,Private, ,7,Charlestown,1.63, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,70903.29956,2679.354406
757,Pendergast Entrance,Private, ,6,Mattapan,1.03,1000 Harvard Street,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,44973.84082,1298.866922
758,Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71,140 Highland Street,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X, ,31135.7168,1106.928283
759,Brookside Community Garden,BNAN,Land Trust,5,Roxbury,0.12,36-44 Merriam Street,Residential District,Community Gardens,BNAN, ,N, ,5396.568604,299.149889
760,Maple-Sonoma Streets Community Park,City of Boston, ,3,Roxbury,0.26,84 Maple Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Community Group/Nonprofit,N,X,11147.77564,445.536299
761,Erie/Wolcott Streets Park,BNAN,Land Trust,3,Roxbury,0.25,72-78 Erie Street,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN,BNAN,N,X,10845.89014,429.312758
762,Brighton Common,City of Boston,A97,1,Allston-Brighton,0.510232,30 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,22068.69434,646.725646
763,Sweeney Playground,City of Boston,A97,3,South Boston,0.479658,180 West Fifth Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,20139.7898,606.818519
764,Ryan Play Area,City of Boston,A97,3,Dorchester,0.63,9 Harborview Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,27718.04395,682.230067
765,Lambert Avenue Playground,City of Boston,A97,3,Roxbury,0.66,Opposite 52 Lambert Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,28837.81006,686.633527
766,Adams/King Playground,City of Boston,A97,3,Dorchester,0.674938,470 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,29509.7063,695.100061
767,Meany Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.223412, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,10147.88037,410.342284
768,Lincoln Square,City of Boston,A97,1,Central Boston,0.054864,Between Emerson & E. Fourth St.,Special District,"Malls, Squares & Plazas",BPRD, ,X,X,2379.447754,199.2876
769,Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.12305,Opposite 204 Bunker Hill Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD, ,X,A,48140.03442,1027.154334
770,Magazine Street Garden,City of Boston, ,5,Roxbury,0.192241, ,Residential District,Community Gardens,NULL, ,N, ,8154.62915,388.852934
771,Clifford Playground,City of Boston,A97,3,Roxbury,7.656423,Opposite 65 Proctor St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,329003.1323,2814.564128
772,Elmhurst Street Park,City of Boston,A97,3,Dorchester,0.23484,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,10229.64038,437.957113
773,Kevin Fitzgerald Park,Community Group/Nonprofit,Land Trust,3,Jamaica Plain,6.58, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",Community Group/Nonprofit, ,N,X,286503.9666,2815.786215
774,Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.686567, ,Residential District,Urban Wilds & Natural Areas,BCC,Private,X,X,32024.479,909.225759
775,Grove Street Cemetery,Private, ,4,West Roxbury,24.865767, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, ,1136871.105,7566.891705
776,Southwest Corridor Community Farm,Community Group/Nonprofit,Land Trust/Esmt,5,Jamaica Plain,0.611607,57 Lamartine Street,Residential District,Community Gardens,TTOR,TTOR,N, ,26424.95508,718.99198
777,Joe's American Harborwalk,Private,Ch91/WPA,1,Central Boston,0.05,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,1899.012695,344.125673
778,Spencer Street Garden,BNAN,Land Trust,5,Dorchester,0.102924, ,Residential District,Community Gardens,NULL, ,N, ,4512.641357,280.384257
779,Nira Avenue Garden,BNAN,Land Trust,5,Jamaica Plain,0.169035, ,Residential District,Community Gardens,NULL, ,N, ,7875.71875,354.932942
780,Arcola Park Garden,BNAN,Land Trust,1,Jamaica Plain,0.072327, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, ,3281.606689,239.72334
781,Bradford Street Play Area,City of Boston,A97,3,South End,0.04,18 Bradford Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,1596.474854,161.649462
782,Lincoln Square,City of Boston,A97,1,South Boston,0.22,Between Emerson & E. Fourth St.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,9434.172852,521.427682
